"old_path","new_path","sha256_before","sha256_after","size_bytes","category","reason","reference_audit","moved_at","restore_command"
"backend\test-output\live_click_flow_audit.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\live_click_flow_audit.mjs","40275A54DAED0847439C4A11B59DD97FE3A3C59A0C00BBDAECA8CD7F796CECAC","40275A54DAED0847439C4A11B59DD97FE3A3C59A0C00BBDAECA8CD7F796CECAC","4642","H_TEMP_OUTPUT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\live_click_flow_audit.mjs' 'D:\cursor\operativ-navigator_260614\backend\test-output\live_click_flow_audit.mjs' -Force"
"backend\test-output\operator_flow_run.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\operator_flow_run.mjs","804ADAAD14AAF4CB83AF993F98F11AD77A49DA8D29F1E85DD0F2BAD4CEC058F0","804ADAAD14AAF4CB83AF993F98F11AD77A49DA8D29F1E85DD0F2BAD4CEC058F0","12630","H_TEMP_OUTPUT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\operator_flow_run.mjs' 'D:\cursor\operativ-navigator_260614\backend\test-output\operator_flow_run.mjs' -Force"
"backend\test-output\real_user_repro.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\real_user_repro.mjs","A214A32EBE8B939AEA63E84183D07B9A3C7CA7428124685869A6BE4D485C7454","A214A32EBE8B939AEA63E84183D07B9A3C7CA7428124685869A6BE4D485C7454","6832","H_TEMP_OUTPUT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\real_user_repro.mjs' 'D:\cursor\operativ-navigator_260614\backend\test-output\real_user_repro.mjs' -Force"
"backend\test-output\real_user_repro_runB.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\real_user_repro_runB.mjs","A6839EE2F4EE1F0AAA2EF31784ABEFBB7AE2EE8E2CA5A961E52493751C2D5373","A6839EE2F4EE1F0AAA2EF31784ABEFBB7AE2EE8E2CA5A961E52493751C2D5373","3045","H_TEMP_OUTPUT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\real_user_repro_runB.mjs' 'D:\cursor\operativ-navigator_260614\backend\test-output\real_user_repro_runB.mjs' -Force"
"backend\test-output\real_user_repro_runC.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\real_user_repro_runC.mjs","706CCE22BCB21B3C6B7990ABF565E22645E36FDBC2A45CBD035D720415BDB2D8","706CCE22BCB21B3C6B7990ABF565E22645E36FDBC2A45CBD035D720415BDB2D8","3062","H_TEMP_OUTPUT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\real_user_repro_runC.mjs' 'D:\cursor\operativ-navigator_260614\backend\test-output\real_user_repro_runC.mjs' -Force"
"backend\test-output\regression_config_ui.png","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\regression_config_ui.png","522838FC249C0820E4FDA60B4C0A75D9EFAA4C64566009D5D799FE7A7BCD2E7C","522838FC249C0820E4FDA60B4C0A75D9EFAA4C64566009D5D799FE7A7BCD2E7C","629483","H_TEMP_OUTPUT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\regression_config_ui.png' 'D:\cursor\operativ-navigator_260614\backend\test-output\regression_config_ui.png' -Force"
"backend\test-output\RENT-2025-0005_route_proof.png","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\RENT-2025-0005_route_proof.png","EE548DB4AE696A068A3920F0C50D0315B41ED39F91375C98385FC4245C030EA6","EE548DB4AE696A068A3920F0C50D0315B41ED39F91375C98385FC4245C030EA6","1806738","H_TEMP_OUTPUT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\RENT-2025-0005_route_proof.png' 'D:\cursor\operativ-navigator_260614\backend\test-output\RENT-2025-0005_route_proof.png' -Force"
"backend\test-output\RENT-2025-0005_route_proof_full.png","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\RENT-2025-0005_route_proof_full.png","B994024944505ED678552DD23D626356B1B0576DF6BEE01B709A13853E68DE93","B994024944505ED678552DD23D626356B1B0576DF6BEE01B709A13853E68DE93","1913329","H_TEMP_OUTPUT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\RENT-2025-0005_route_proof_full.png' 'D:\cursor\operativ-navigator_260614\backend\test-output\RENT-2025-0005_route_proof_full.png' -Force"
"backend\test-output\rent_city_autocomplete_audit.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\rent_city_autocomplete_audit.mjs","E052ED198687DB0189A35CD567705BA6A32C3617F685D3878A1FEC66CB7F5707","E052ED198687DB0189A35CD567705BA6A32C3617F685D3878A1FEC66CB7F5707","5347","H_TEMP_OUTPUT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\rent_city_autocomplete_audit.mjs' 'D:\cursor\operativ-navigator_260614\backend\test-output\rent_city_autocomplete_audit.mjs' -Force"
"backend\test-output\rent_city_network_audit.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\rent_city_network_audit.mjs","2413B5DABDB6B630DDB150EDCADA0E7FA65324B67925925C90762BBBFFF87179","2413B5DABDB6B630DDB150EDCADA0E7FA65324B67925925C90762BBBFFF87179","8033","H_TEMP_OUTPUT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\rent_city_network_audit.mjs' 'D:\cursor\operativ-navigator_260614\backend\test-output\rent_city_network_audit.mjs' -Force"
"backend\test-output\rent_city_street_priority_test.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\rent_city_street_priority_test.mjs","68BD3827F188ED56D3F089F8579FF86D8491E12C356DB066D16AB123CB3F7F51","68BD3827F188ED56D3F089F8579FF86D8491E12C356DB066D16AB123CB3F7F51","4331","H_TEMP_OUTPUT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\rent_city_street_priority_test.mjs' 'D:\cursor\operativ-navigator_260614\backend\test-output\rent_city_street_priority_test.mjs' -Force"
"backend\test-output\rent_city_with_street_audit.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\rent_city_with_street_audit.mjs","FB71FB699901361D5534BBD9745034DA235F6457D1D9672B20B05933CCCAB77B","FB71FB699901361D5534BBD9745034DA235F6457D1D9672B20B05933CCCAB77B","1983","H_TEMP_OUTPUT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\rent_city_with_street_audit.mjs' 'D:\cursor\operativ-navigator_260614\backend\test-output\rent_city_with_street_audit.mjs' -Force"
"backend\test-output\rent_critical_regression_audit.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\rent_critical_regression_audit.mjs","712DE935672FD00155883C59C582949885DC4FC0595FD0D3C3156651179444FA","712DE935672FD00155883C59C582949885DC4FC0595FD0D3C3156651179444FA","9551","H_TEMP_OUTPUT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\rent_critical_regression_audit.mjs' 'D:\cursor\operativ-navigator_260614\backend\test-output\rent_critical_regression_audit.mjs' -Force"
"backend\test-output\rent_geocode_proxy_api_smoke.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\rent_geocode_proxy_api_smoke.mjs","DC7B6430443815BA012702DBD7868B0931FD9C92C98FAEE9D79C4167ECD54A35","DC7B6430443815BA012702DBD7868B0931FD9C92C98FAEE9D79C4167ECD54A35","1550","H_TEMP_OUTPUT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\rent_geocode_proxy_api_smoke.mjs' 'D:\cursor\operativ-navigator_260614\backend\test-output\rent_geocode_proxy_api_smoke.mjs' -Force"
"backend\test-output\rent_geocode_proxy_smoke.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\rent_geocode_proxy_smoke.mjs","1490D0D85B9006A9B4CBCC658B2581C8FCD3E492F4870F534AAF6ABBFD888761","1490D0D85B9006A9B4CBCC658B2581C8FCD3E492F4870F534AAF6ABBFD888761","3455","H_TEMP_OUTPUT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\rent_geocode_proxy_smoke.mjs' 'D:\cursor\operativ-navigator_260614\backend\test-output\rent_geocode_proxy_smoke.mjs' -Force"
"backend\test-output\rent_geocode_rate_limit_audit.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\rent_geocode_rate_limit_audit.mjs","F4AE80EE218D80BAD87944CD8F7C1098E6D80E655E8076F3A6E67D395E9FEC45","F4AE80EE218D80BAD87944CD8F7C1098E6D80E655E8076F3A6E67D395E9FEC45","3354","H_TEMP_OUTPUT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\rent_geocode_rate_limit_audit.mjs' 'D:\cursor\operativ-navigator_260614\backend\test-output\rent_geocode_rate_limit_audit.mjs' -Force"
"backend\test-output\rent_lab_city_longwait.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\rent_lab_city_longwait.mjs","8D81841999920334E7D0BF2431800721BAD418A83F65951E778BA906148C363D","8D81841999920334E7D0BF2431800721BAD418A83F65951E778BA906148C363D","2292","H_TEMP_OUTPUT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\rent_lab_city_longwait.mjs' 'D:\cursor\operativ-navigator_260614\backend\test-output\rent_lab_city_longwait.mjs' -Force"
"backend\test-output\rent_lab_restore_compare.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\rent_lab_restore_compare.mjs","E3B9C89A14561E1C397EBA7A1EF55BC80A5D10ACF6ACDC4D05D83E35D771D95A","E3B9C89A14561E1C397EBA7A1EF55BC80A5D10ACF6ACDC4D05D83E35D771D95A","8165","H_TEMP_OUTPUT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\rent_lab_restore_compare.mjs' 'D:\cursor\operativ-navigator_260614\backend\test-output\rent_lab_restore_compare.mjs' -Force"
"backend\test-output\rent_lab_restore_compare_result.json","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\rent_lab_restore_compare_result.json","EB81451764C00B7B789B788C567D23AB69AB22A356AB9D82DB1436C60AB9FF13","EB81451764C00B7B789B788C567D23AB69AB22A356AB9D82DB1436C60AB9FF13","14480","H_TEMP_OUTPUT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\rent_lab_restore_compare_result.json' 'D:\cursor\operativ-navigator_260614\backend\test-output\rent_lab_restore_compare_result.json' -Force"
"backend\test-output\rent_map_fullscreen_audit.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\rent_map_fullscreen_audit.mjs","6FA5E188AE1DEBFF9A4B0C07B6763FA01AB59EF8C0E0BE51FD2144A8637BD119","6FA5E188AE1DEBFF9A4B0C07B6763FA01AB59EF8C0E0BE51FD2144A8637BD119","3188","H_TEMP_OUTPUT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\rent_map_fullscreen_audit.mjs' 'D:\cursor\operativ-navigator_260614\backend\test-output\rent_map_fullscreen_audit.mjs' -Force"
"backend\test-output\rent_map_fullscreen_chain_audit.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\rent_map_fullscreen_chain_audit.mjs","69DF7221AD6D6CDF7452DEB54947946D584E4525C13A8137189B0E292DC062AC","69DF7221AD6D6CDF7452DEB54947946D584E4525C13A8137189B0E292DC062AC","3609","H_TEMP_OUTPUT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\rent_map_fullscreen_chain_audit.mjs' 'D:\cursor\operativ-navigator_260614\backend\test-output\rent_map_fullscreen_chain_audit.mjs' -Force"
"backend\test-output\rent_map_mode_jump_proof.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\rent_map_mode_jump_proof.mjs","4A6D0C9DC49102CAFBFF92681ACEF534796739B9FB2E9AA962B8D8BBB7841B70","4A6D0C9DC49102CAFBFF92681ACEF534796739B9FB2E9AA962B8D8BBB7841B70","2915","H_TEMP_OUTPUT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\rent_map_mode_jump_proof.mjs' 'D:\cursor\operativ-navigator_260614\backend\test-output\rent_map_mode_jump_proof.mjs' -Force"
"backend\test-output\rent_nominatim_proof.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\rent_nominatim_proof.mjs","2F0C49BC9E82E544E3EE818C101C095682276A3E6DAFDADB924980515772C6F1","2F0C49BC9E82E544E3EE818C101C095682276A3E6DAFDADB924980515772C6F1","7034","H_TEMP_OUTPUT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\rent_nominatim_proof.mjs' 'D:\cursor\operativ-navigator_260614\backend\test-output\rent_nominatim_proof.mjs' -Force"
"backend\test-output\rent_nominatim_proof_result.txt","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\rent_nominatim_proof_result.txt","A56AF3CB6BA2D0FC89588EAC056B22291638BC9440C516EF017800FFBC9531C9","A56AF3CB6BA2D0FC89588EAC056B22291638BC9440C516EF017800FFBC9531C9","17024","H_TEMP_OUTPUT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\rent_nominatim_proof_result.txt' 'D:\cursor\operativ-navigator_260614\backend\test-output\rent_nominatim_proof_result.txt' -Force"
"backend\test-output\rent_public_integration_smoke.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\rent_public_integration_smoke.mjs","4B263CFD1FE554643F27C91900E4B018CCE3C4842F2343CAC5F94135A484F7B8","4B263CFD1FE554643F27C91900E4B018CCE3C4842F2343CAC5F94135A484F7B8","5639","H_TEMP_OUTPUT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\rent_public_integration_smoke.mjs' 'D:\cursor\operativ-navigator_260614\backend\test-output\rent_public_integration_smoke.mjs' -Force"
"backend\test-output\rent_reverse_429_audit.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\rent_reverse_429_audit.mjs","B2531B6AF456731B316914351F5F2D767A4243F4D87B68E5370061A30AE46F18","B2531B6AF456731B316914351F5F2D767A4243F4D87B68E5370061A30AE46F18","4384","H_TEMP_OUTPUT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\rent_reverse_429_audit.mjs' 'D:\cursor\operativ-navigator_260614\backend\test-output\rent_reverse_429_audit.mjs' -Force"
"backend\test-output\rent_reverse_429_audit_result.json","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\rent_reverse_429_audit_result.json","0DF3EA6380766D29C6ADD370DD6386617595A581AB652DC0BA7A33245EBB21AD","0DF3EA6380766D29C6ADD370DD6386617595A581AB652DC0BA7A33245EBB21AD","5148","H_TEMP_OUTPUT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\rent_reverse_429_audit_result.json' 'D:\cursor\operativ-navigator_260614\backend\test-output\rent_reverse_429_audit_result.json' -Force"
"backend\test-output\rent_reverse_429_fetch_audit.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\rent_reverse_429_fetch_audit.mjs","B186D9F974CA9D0C0321F4556C53D579C7C8018C008E578E5D7FF326FC801E3F","B186D9F974CA9D0C0321F4556C53D579C7C8018C008E578E5D7FF326FC801E3F","1399","H_TEMP_OUTPUT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\rent_reverse_429_fetch_audit.mjs' 'D:\cursor\operativ-navigator_260614\backend\test-output\rent_reverse_429_fetch_audit.mjs' -Force"
"backend\test-output\rent_reverse_address_fill_audit.json","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\rent_reverse_address_fill_audit.json","D645A36564B18A8D083707C11DC8C5D800E8A20B4BC678009A4F8DECBE78FBFF","D645A36564B18A8D083707C11DC8C5D800E8A20B4BC678009A4F8DECBE78FBFF","9958","H_TEMP_OUTPUT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\rent_reverse_address_fill_audit.json' 'D:\cursor\operativ-navigator_260614\backend\test-output\rent_reverse_address_fill_audit.json' -Force"
"backend\test-output\rent_reverse_address_fill_audit.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\rent_reverse_address_fill_audit.mjs","30FD3107127090F6C34D00E1746412761ECC62EB79EC6058EF3BBE38344E1618","30FD3107127090F6C34D00E1746412761ECC62EB79EC6058EF3BBE38344E1618","10350","H_TEMP_OUTPUT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\rent_reverse_address_fill_audit.mjs' 'D:\cursor\operativ-navigator_260614\backend\test-output\rent_reverse_address_fill_audit.mjs' -Force"
"backend\test-output\rent_stale_guard_proof.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\rent_stale_guard_proof.mjs","396636F51D2A6E02ECAFBAF34E34045B2ED5370D337ADC6818261F2E9477CBFF","396636F51D2A6E02ECAFBAF34E34045B2ED5370D337ADC6818261F2E9477CBFF","1568","H_TEMP_OUTPUT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\rent_stale_guard_proof.mjs' 'D:\cursor\operativ-navigator_260614\backend\test-output\rent_stale_guard_proof.mjs' -Force"
"backend\test-output\rent_street_autocomplete_browser_diagnose.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\rent_street_autocomplete_browser_diagnose.mjs","922A26BB411EB624C696C9D5E09E9D81B43BC55A04601E4743BA758CE0D3BD22","922A26BB411EB624C696C9D5E09E9D81B43BC55A04601E4743BA758CE0D3BD22","4932","H_TEMP_OUTPUT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\rent_street_autocomplete_browser_diagnose.mjs' 'D:\cursor\operativ-navigator_260614\backend\test-output\rent_street_autocomplete_browser_diagnose.mjs' -Force"
"backend\test-output\rent_street_autocomplete_clean_diagnose.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\rent_street_autocomplete_clean_diagnose.mjs","F746F1B2B8030612D5988C18F32A784260A8A35A62AD45D62DD8BF59CE9E6BC1","F746F1B2B8030612D5988C18F32A784260A8A35A62AD45D62DD8BF59CE9E6BC1","5072","H_TEMP_OUTPUT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\rent_street_autocomplete_clean_diagnose.mjs' 'D:\cursor\operativ-navigator_260614\backend\test-output\rent_street_autocomplete_clean_diagnose.mjs' -Force"
"backend\test-output\rent_street_autocomplete_diagnose.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\rent_street_autocomplete_diagnose.mjs","9BCC32F57FF4BCDE80DE4C6C5BD0BF7C24F3329DE373635A11B76E1B44D9C828","9BCC32F57FF4BCDE80DE4C6C5BD0BF7C24F3329DE373635A11B76E1B44D9C828","14490","H_TEMP_OUTPUT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\rent_street_autocomplete_diagnose.mjs' 'D:\cursor\operativ-navigator_260614\backend\test-output\rent_street_autocomplete_diagnose.mjs' -Force"
"backend\test-output\rent_street_autocomplete_partial_diagnose.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\rent_street_autocomplete_partial_diagnose.mjs","9A946FE83BEC0CFE240BF8F2237E42B5F935E318D1FA71FAF0D9D3C1E63EFB19","9A946FE83BEC0CFE240BF8F2237E42B5F935E318D1FA71FAF0D9D3C1E63EFB19","6234","H_TEMP_OUTPUT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\rent_street_autocomplete_partial_diagnose.mjs' 'D:\cursor\operativ-navigator_260614\backend\test-output\rent_street_autocomplete_partial_diagnose.mjs' -Force"
"backend\test-output\rent_street_fallback_smoke.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\rent_street_fallback_smoke.mjs","1516994C33E81AAC9259F92D97BE1C78E8D7AF9C325B15B5E5C9F830681E496F","1516994C33E81AAC9259F92D97BE1C78E8D7AF9C325B15B5E5C9F830681E496F","3783","H_TEMP_OUTPUT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\rent_street_fallback_smoke.mjs' 'D:\cursor\operativ-navigator_260614\backend\test-output\rent_street_fallback_smoke.mjs' -Force"
"backend\test-output\rent_street_one_debug.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\rent_street_one_debug.mjs","07670F2F4EB0E4B64C695EC4EC92A7B6DA9A10F4430D580246456EE56178DC8E","07670F2F4EB0E4B64C695EC4EC92A7B6DA9A10F4430D580246456EE56178DC8E","1371","H_TEMP_OUTPUT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\rent_street_one_debug.mjs' 'D:\cursor\operativ-navigator_260614\backend\test-output\rent_street_one_debug.mjs' -Force"
"backend\test-output\rent_test1_debug.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\rent_test1_debug.mjs","5CA1F914E9791F603F631914DEF59D76066775606F37687872D43D040AD92455","5CA1F914E9791F603F631914DEF59D76066775606F37687872D43D040AD92455","1201","H_TEMP_OUTPUT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\rent_test1_debug.mjs' 'D:\cursor\operativ-navigator_260614\backend\test-output\rent_test1_debug.mjs' -Force"
"backend\test-output\reverse_429_server_console.log","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\reverse_429_server_console.log","F4A4D6B39A0990EEE8792764183E8FA8D10C65159A46EEDC6395BB6A3E7A1E08","F4A4D6B39A0990EEE8792764183E8FA8D10C65159A46EEDC6395BB6A3E7A1E08","4880","H_TEMP_OUTPUT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\reverse_429_server_console.log' 'D:\cursor\operativ-navigator_260614\backend\test-output\reverse_429_server_console.log' -Force"
"backend\test-output\v26_rc_test.mjs","D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\v26_rc_test.mjs","5E10CF70485143741C5493BB60F24EC54FCA45EC902824825C274B05B911BFAD","5E10CF70485143741C5493BB60F24EC54FCA45EC902824825C274B05B911BFAD","7914","H_TEMP_OUTPUT","not served by server.js","no runtime ref","2026-06-26T20:21:20.8691753+02:00","Move-Item 'D:\cursor\Labor\_quarantine\operativ-navigator_260614_cleanup_20260626_201630\backend\test-output\v26_rc_test.mjs' 'D:\cursor\operativ-navigator_260614\backend\test-output\v26_rc_test.mjs' -Force"
